Width,Length,Species
5.620582831638522,1.6206009517634135,2
6.679428748670649,2.6226875584747433,2
5.331882551443006,3.0423704909301486,1
5.2555560129192,2.235660247047306,1
1.314926698311977,3.82145223578457,0
5.582123693138991,3.1468157141505815,1
1.7539675414625389,3.220421092591099,0
1.6711045717379251,3.2772265427909293,2
2.453185909548346,3.057694822725292,0
2.483041531546173,3.973983333661428,0
4.529876665151177,3.257861966712234,1
5.372696867455485,7.489202020636334,2
4.658059752239706,2.606516765397563,2
5.7668468892280815,3.2259651150419626,1
4.998179554776671,2.6715729570761457,1
4.239689583447818,3.3746084909207714,2
5.8276797904278315,3.5212699480625758,1
4.71451939013845,5.678899278514543,2
1.8953388832426372,3.1027353845604355,0
5.973906223408086,2.504303740063086,1
2.9649042921287014,7.834093108612052,2
4.687056038144218,2.96089774628407,1
5.18827401984049,1.7526421339546379,0
2.3827722167591756,2.1046965100872184,0
3.1439610139339984,2.3343746168271675,0
5.307426323504657,3.5188424370335563,1
3.857257559665809,2.3778810859198916,0
4.631702201747951,9.346219714792017,2
4.0527847812996205,2.629711598284383,1
4.138132124858965,3.278628114061032,1
3.352848517341628,0.9184429686357456,0
2.5153771742229587,2.214865776127195,0
3.0654940210569537,3.8338165183505595,0
3.4507236654369513,3.5253666645735606,0
1.906620599927895,0.6585047616899007,0
0.45723498972476895,6.378882273055914,2
6.049738095498471,2.9598654005996807,1
5.509550808641956,10.86806215080798,2
3.071149278905333,3.999586612592135,0
5.5587437980719745,2.935616110085815,1
8.227238209979646,4.2634061887036445,2
3.6282493918747365,4.069653209671749,0
3.118704347025579,4.286943049284576,2
1.3707048285514865,6.250285972302886,2
3.6841228845526506,0.8607148042074204,0
2.7735634370278164,4.231972284281232,0
5.748702826320571,2.7671607880489217,1
3.163693189877304,7.052457778324565,2
5.61691466138259,6.330132083140656,2
0.8848524341673749,5.869450792872898,2
6.2813969843175474,2.578713150676292,2
2.529582066894452,8.579191379265888,2
2.291856763860677,7.292982772787628,2
5.173056804506156,2.6775712918289094,1
5.413906249883418,2.816504898939492,0
5.242272021137971,2.876081055743162,1
4.768745957575666,8.996801843227349,2
4.893429921439741,5.174161336989652,2
0.3449982133467895,8.401938882232441,2
3.279295197342657,2.402364880717772,0
4.765470628062906,3.387119607540344,1
4.853007007155616,3.0616045165446364,1
4.635153715506915,3.297016379370975,1
2.968227791092454,3.1240585998880532,0
5.776952739685869,1.9415867064418284,1
1.736169189040549,3.4979392488575556,0
3.315421548563434,3.101116936815089,0
3.0916536155687244,3.0398960968418756,0
1.9669484082232922,2.99976239310334,0
3.136193100583858,6.546445913012622,2
5.573023903177213,2.37085336665716,1
4.559497582593205,2.953720786885218,1
5.82653297947485,4.104791546745186,1
3.3511339724622347,3.1360682865542464,0
4.427261146784834,4.89880793036798,2
4.577969794801132,2.3073008793565304,1
3.100333937352515,3.4920499088831227,0
3.507370477750109,4.490220237363216,2
4.470271658859184,4.360588917833841,2
5.428633783359679,3.1055177838681667,1
4.860373605452539,2.6598983398478526,1
2.562322892572148,4.496484935465997,0
5.457500984536135,2.5981745024438174,1
2.6282858733125964,3.5915087582481773,0
5.72101825218151,2.6351662114907786,1
5.3574199206754605,2.7950856453582973,1
3.806549980573152,3.1691703559292748,2
5.408217696146919,3.7013451382172677,1
3.3233933478447377,1.3285138644014032,0
4.331783508762312,8.62776965107966,2
3.300013896093066,3.8974010544693107,0
2.4607774360118513,3.487173846522855,0
4.764260943059087,2.3037712798004875,1
2.3386045587009447,3.1621811223142062,0
3.969753313842441,3.4204012644310073,2
2.850260375689212,2.126015627271413,0
5.788899960769588,3.188235724605948,1
4.6277339722194935,2.9728410965696974,1
